seed,mode,hour,line_id,flow_mw,abs_flow_mw,utilization_pct
1,Heuristic_Rule,0,1,54.08897896437703,54.08897896437703,67.61122370547128
1,Heuristic_Rule,0,2,48.60038863274353,48.60038863274353,60.75048579092941
1,Heuristic_Rule,0,3,14.537690198997213,14.537690198997213,18.172112748746517
1,Heuristic_Rule,0,4,21.85255731334954,21.85255731334954,27.315696641686927
1,Heuristic_Rule,0,5,10.711539212614356,10.711539212614356,13.389424015767945
1,Heuristic_Rule,0,6,10.03493127480759,10.03493127480759,12.543664093509488
1,Heuristic_Rule,0,7,-22.174666479440162,22.174666479440162,27.718333099300203
1,Heuristic_Rule,0,8,20.63813341750567,20.63813341750567,25.79766677188209
1,Heuristic_Rule,0,9,19.240496791530468,19.240496791530468,24.050620989413083
1,Heuristic_Rule,0,10,29.039030340065093,29.039030340065093,36.29878792508136
1,Heuristic_Rule,0,11,14.388708165867058,14.388708165867058,17.985885207333823
1,Heuristic_Rule,0,12,1.754917275388627,1.754917275388627,2.193646594235784
1,Heuristic_Rule,0,13,6.903776255372406,6.903776255372406,8.629720319215508
1,Heuristic_Rule,0,14,7.20907234910964,7.20907234910964,9.01134043638705
1,Heuristic_Rule,0,15,0.9516810225362373,0.9516810225362373,1.1896012781702967
1,Heuristic_Rule,0,16,8.992519631454451,8.992519631454451,11.240649539318063
1,Heuristic_Rule,0,17,1.85176836528812,1.85176836528812,2.31471045661015
1,Heuristic_Rule,0,18,-2.3822677020571295,2.3822677020571295,2.977834627571412
1,Heuristic_Rule,0,19,10.320896529203978,10.320896529203978,12.901120661504972
1,Heuristic_Rule,0,20,5.085097012760498,5.085097012760498,6.356371265950623
1,Heuristic_Rule,1,1,56.36508029057928,56.36508029057928,70.45635036322409
1,Heuristic_Rule,1,2,50.32879704874755,50.32879704874755,62.91099631093444
1,Heuristic_Rule,1,3,15.434239346563494,15.434239346563494,19.292799183204366
1,Heuristic_Rule,1,4,22.58185396488799,22.58185396488799,28.22731745610999
1,Heuristic_Rule,1,5,10.739982441084125,10.739982441084125,13.424978051355158
1,Heuristic_Rule,1,6,10.112722627674808,10.112722627674808,12.640903284593511
1,Heuristic_Rule,1,7,-23.408270776927797,23.408270776927797,29.26033847115975
1,Heuristic_Rule,1,8,21.13114580786745,21.13114580786745,26.413932259834315
1,Heuristic_Rule,1,9,19.218919572917937,19.218919572917937,24.023649466147422
1,Heuristic_Rule,1,10,28.579712149082095,28.579712149082095,35.724640186352616
1,Heuristic_Rule,1,11,16.711793561506717,16.711793561506717,20.889741951883394
1,Heuristic_Rule,1,12,0.23336155336840156,0.23336155336840156,0.29170194171050196
1,Heuristic_Rule,1,13,6.231103817954292,6.231103817954292,7.788879772442865
1,Heuristic_Rule,1,14,7.731882882267023,7.731882882267023,9.664853602833778
1,Heuristic_Rule,1,15,0.2869833511960478,0.2869833511960478,0.35872918899505973
1,Heuristic_Rule,1,16,10.412129690786953,10.412129690786953,13.015162113483692
1,Heuristic_Rule,1,17,1.2171997162475523,1.2171997162475523,1.5214996453094405
1,Heuristic_Rule,1,18,-2.0775319208548404,2.0775319208548404,2.5969149010685504
1,Heuristic_Rule,1,19,10.935953008275643,10.935953008275643,13.669941260344554
1,Heuristic_Rule,1,20,6.570326193617948,6.570326193617948,8.212907742022434
1,Heuristic_Rule,2,1,55.10011246904525,55.10011246904525,68.87514058630656
1,Heuristic_Rule,2,2,49.21286946225455,49.21286946225455,61.51608682781819
1,Heuristic_Rule,2,3,15.25180895811804,15.25180895811804,19.06476119764755
1,Heuristic_Rule,2,4,22.216488022323713,22.216488022323713,27.77061002790464
1,Heuristic_Rule,2,5,10.517046813960825,10.517046813960825,13.14630851745103
1,Heuristic_Rule,2,6,9.907046420709475,9.907046420709475,12.383808025886845
1,Heuristic_Rule,2,7,-23.103283818125263,23.103283818125263,28.87910477265658
1,Heuristic_Rule,2,8,20.94666157985785,20.94666157985785,26.183326974822315
1,Heuristic_Rule,2,9,18.859853319370483,18.859853319370483,23.574816649213105
1,Heuristic_Rule,2,10,28.0169185993574,28.0169185993574,35.02114824919675
1,Heuristic_Rule,2,11,15.785805958274956,15.785805958274956,19.732257447843697
1,Heuristic_Rule,2,12,0.09164537794585925,0.09164537794585925,0.11455672243232407
1,Heuristic_Rule,2,13,6.402209633054687,6.402209633054687,8.002762041318359
1,Heuristic_Rule,2,14,7.688818750873381,7.688818750873381,9.611023438591726
1,Heuristic_Rule,2,15,0.011225567854885756,0.011225567854885756,0.014031959818607196
1,Heuristic_Rule,2,16,9.726319946837947,9.726319946837947,12.157899933547434
1,Heuristic_Rule,2,17,1.1091988871297698,1.1091988871297698,1.3864986089122122
1,Heuristic_Rule,2,18,-2.4235300407903,2.4235300407903,3.0294125509878747
1,Heuristic_Rule,2,19,11.414002885963406,11.414002885963406,14.267503607454257
1,Heuristic_Rule,2,20,6.024490445041675,6.024490445041675,7.530613056302093
1,Heuristic_Rule,3,1,61.90938906054412,61.90938906054412,77.38673632568015
1,Heuristic_Rule,3,2,55.76795979442589,55.76795979442589,69.70994974303237
1,Heuristic_Rule,3,3,17.205415872675925,17.205415872675925,21.506769840844907
1,Heuristic_Rule,3,4,25.019521728218212,25.019521728218212,31.274402160272764
1,Heuristic_Rule,3,5,12.447890665357068,12.447890665357068,15.559863331696336
1,Heuristic_Rule,3,6,11.138696591768483,11.138696591768483,13.923370739710602
1,Heuristic_Rule,3,7,-25.11232702634627,25.11232702634627,31.390408782932838
1,Heuristic_Rule,3,8,23.069573193996767,23.069573193996767,28.836966492495957
1,Heuristic_Rule,3,9,21.749021714897363,21.749021714897363,27.186277143621705
1,Heuristic_Rule,3,10,33.92708846327667,33.92708846327667,42.40886057909584
1,Heuristic_Rule,3,11,16.07490158628062,16.07490158628062,20.093626982850775
1,Heuristic_Rule,3,12,3.195883135360574,3.195883135360574,3.9948539192007178
1,Heuristic_Rule,3,13,7.729787445153136,7.729787445153136,9.66223430644142
1,Heuristic_Rule,3,14,7.506074088546608,7.506074088546608,9.382592610683261
1,Heuristic_Rule,3,15,1.4091512004289644,1.4091512004289644,1.7614390005362055
1,Heuristic_Rule,3,16,10.449990558521701,10.449990558521701,13.062488198152128
1,Heuristic_Rule,3,17,2.4117541441448287,2.4117541441448287,3.014692680181036
1,Heuristic_Rule,3,18,-2.0786623817581784,2.0786623817581784,2.598327977197723
1,Heuristic_Rule,3,19,10.078557638842955,10.078557638842955,12.598197048553693
1,Heuristic_Rule,3,20,5.029308693033737,5.029308693033737,6.286635866292172
1,Heuristic_Rule,4,1,52.89305795819483,52.89305795819483,66.11632244774354
1,Heuristic_Rule,4,2,47.08495172209061,47.08495172209061,58.85618965261325
1,Heuristic_Rule,4,3,14.34126264864851,14.34126264864851,17.926578310810637
1,Heuristic_Rule,4,4,21.461132559075693,21.461132559075693,26.82641569884462
1,Heuristic_Rule,4,5,9.886877671259324,9.886877671259324,12.358597089074156
1,Heuristic_Rule,4,6,9.815201833785913,9.815201833785913,12.269002292232392
1,Heuristic_Rule,4,7,-22.72666547149348,22.72666547149348,28.408331839366852
1,Heuristic_Rule,4,8,19.791284285312827,19.791284285312827,24.739105356641033
1,Heuristic_Rule,4,9,17.89733881324601,17.89733881324601,22.37167351655751
1,Heuristic_Rule,4,10,25.72511575923817,25.72511575923817,32.156394699047716
1,Heuristic_Rule,4,11,15.825026469072235,15.825026469072235,19.78128308634029
1,Heuristic_Rule,4,12,-0.6050998030126209,0.6050998030126209,0.7563747537657761
1,Heuristic_Rule,4,13,6.574196949486498,6.574196949486498,8.217746186858124
1,Heuristic_Rule,4,14,7.542827073584579,7.542827073584579,9.428533841980723
1,Heuristic_Rule,4,15,0.121689937806378,0.121689937806378,0.1521124222579725
1,Heuristic_Rule,4,16,9.252501098246565,9.252501098246565,11.565626372808206
1,Heuristic_Rule,4,17,1.1518510891245892,1.1518510891245892,1.4398138614057365
1,Heuristic_Rule,4,18,-2.674147791524043,2.674147791524043,3.342684739405054
1,Heuristic_Rule,4,19,12.559674272690842,12.559674272690842,15.699592840863552
1,Heuristic_Rule,4,20,6.641879311897503,6.641879311897503,8.302349139871879
1,Heuristic_Rule,5,1,57.52098646787332,57.52098646787332,71.90123308484165
1,Heuristic_Rule,5,2,51.47362443028762,51.47362443028762,64.34203053785953
1,Heuristic_Rule,5,3,15.79311939817992,15.79311939817992,19.7413992477249
1,Heuristic_Rule,5,4,22.936247377763525,22.936247377763525,28.670309222204406
1,Heuristic_Rule,5,5,11.110512772510177,11.110512772510177,13.88814096563772
1,Heuristic_Rule,5,6,10.198516831680637,10.198516831680637,12.748146039600798
1,Heuristic_Rule,5,7,-23.47266375232091,23.47266375232091,29.340829690401137
1,Heuristic_Rule,5,8,21.70424326559475,21.70424326559475,27.13030408199344
1,Heuristic_Rule,5,9,19.795736161296443,19.795736161296443,24.744670201620554
1,Heuristic_Rule,5,10,30.02261200079004,30.02261200079004,37.528265000987545
1,Heuristic_Rule,5,11,15.736105273106315,15.736105273106315,19.670131591382894
1,Heuristic_Rule,5,12,1.1262797549049945,1.1262797549049945,1.4078496936312432
1,Heuristic_Rule,5,13,7.077495277334242,7.077495277334242,8.846869096667803
1,Heuristic_Rule,5,14,7.667727509186619,7.667727509186619,9.584659386483274
1,Heuristic_Rule,5,15,0.3741674603730998,0.3741674603730998,0.46770932546637467
1,Heuristic_Rule,5,16,10.220673024990123,10.220673024990123,12.775841281237653
1,Heuristic_Rule,5,17,2.187250137548047,2.187250137548047,2.7340626719350585
1,Heuristic_Rule,5,18,-2.446418368829712,2.446418368829712,3.05802296103714
1,Heuristic_Rule,5,19,11.38795579331564,11.38795579331564,14.23494474164455
1,Heuristic_Rule,5,20,5.915046036848996,5.915046036848996,7.393807546061246
1,Heuristic_Rule,6,1,61.803110128396675,61.803110128396675,77.25388766049585
1,Heuristic_Rule,6,2,55.02667390752558,55.02667390752558,68.78334238440698
1,Heuristic_Rule,6,3,16.882272036389885,16.882272036389885,21.102840045487355
1,Heuristic_Rule,6,4,24.836842239308424,24.836842239308424,31.04605279913553
1,Heuristic_Rule,6,5,11.565788414970772,11.565788414970772,14.457235518713466
1,Heuristic_Rule,6,6,11.180816936651194,11.180816936651194,13.976021170813993
1,Heuristic_Rule,6,7,-26.11579129633359,26.11579129633359,32.644739120416986
1,Heuristic_Rule,6,8,22.684467841812072,22.684467841812072,28.35558480226509
1,Heuristic_Rule,6,9,20.122241347735883,20.122241347735883,25.152801684669857
1,Heuristic_Rule,6,10,29.890233717745748,29.890233717745748,37.362792147182184
1,Heuristic_Rule,6,11,17.68824257559025,17.68824257559025,22.110303219487815
1,Heuristic_Rule,6,12,0.12080240403683126,0.12080240403683126,0.15100300504603908
1,Heuristic_Rule,6,13,7.371548889522532,7.371548889522532,9.214436111903165
1,Heuristic_Rule,6,14,8.486865927355698,8.486865927355698,10.608582409194621
1,Heuristic_Rule,6,15,-0.41968529984997,0.41968529984997,0.5246066248124625
1,Heuristic_Rule,6,16,10.807021151527179,10.807021151527179,13.508776439408972
1,Heuristic_Rule,6,17,0.9798209996926821,0.9798209996926821,1.2247762496158527
1,Heuristic_Rule,6,18,-2.827161277559144,2.827161277559144,3.5339515969489295
1,Heuristic_Rule,6,19,13.12382511629636,13.12382511629636,16.40478139537045
1,Heuristic_Rule,6,20,6.324761771718605,6.324761771718605,7.905952214648257
1,Heuristic_Rule,7,1,62.66545781278756,62.66545781278756,78.33182226598446
1,Heuristic_Rule,7,2,55.810144716351935,55.810144716351935,69.76268089543993
1,Heuristic_Rule,7,3,17.52196087210186,17.52196087210186,21.902451090127325
1,Heuristic_Rule,7,4,25.382341709702292,25.382341709702292,31.727927137127864
1,Heuristic_Rule,7,5,11.748068475681698,11.748068475681698,14.685085594602123
1,Heuristic_Rule,7,6,11.258323450925845,11.258323450925845,14.072904313657306
1,Heuristic_Rule,7,7,-26.79699527845647,26.79699527845647,33.49624409807059
1,Heuristic_Rule,7,8,24.831933292967022,24.831933292967022,31.039916616208778
